fundingTime,fundingRate,mark_candle_ts,mark_close,spot_candle_ts,spot_close,align_ok,mark_skew_ms,spot_skew_ms
1748419200000,0.0001,1748419200000,108979.7,1748419200000,109032.6,1,0,0
1748448000000,0.0001,1748448000000,107379.1,1748448000000,107432.0,1,0,0
1748476800000,3.61990333e-05,1748476800000,108229.3,1748476800000,108287.3,1,0,0
1748505600000,1.33486796113e-05,1748505600000,108455.4,1748505600000,108492.6,1,0,0
1748534400000,0.0001,1748534400000,106715.0,1748534400000,106731.7,1,0,0
1748563200000,0.0001,1748563200000,104873.3,1748563200000,104940.2,1,0,0
1748592000000,3.56484547518e-05,1748592000000,105131.1,1748592000000,105168.8,1,0,0
1748620800000,6.08478006794e-05,1748620800000,103877.6,1748620800000,103901.7,1,0,0
1748649600000,8.49614457543e-05,1748649600000,103926.0,1748649600000,103957.7,1,0,0
1748678400000,0.0001,1748678400000,103605.6,1748678400000,103660.0,1,0,0
1748707200000,6.03215021756e-05,1748707200000,104445.8,1748707200000,104490.0,1,0,0
1748736000000,3.83329486021e-05,1748736000000,104412.3,1748736000000,104458.5,1,0,0
1748764800000,3.14635420249e-05,1748764800000,104349.3,1748764800000,104394.9,1,0,0
1748793600000,5.6968413994e-06,1748793600000,104973.4,1748793600000,105031.7,1,0,0
1748822400000,-1.13356638395e-05,1748822400000,105380.7,1748822400000,105424.9,1,0,0
1748851200000,6.96990848657e-05,1748851200000,105298.0,1748851200000,105344.0,1,0,0
1748880000000,6.60439349352e-05,1748880000000,104223.2,1748880000000,104283.0,1,0,0
1748908800000,4.31046204204e-05,1748908800000,106233.5,1748908800000,106277.9,1,0,0
1748937600000,0.0001,1748937600000,105056.7,1748937600000,105085.9,1,0,0
1748966400000,2.49047869903e-05,1748966400000,105777.2,1748966400000,105824.4,1,0,0
1748995200000,5.084481378e-07,1748995200000,105436.3,1748995200000,105488.4,1,0,0
1749024000000,0.0001,1749024000000,105400.1,1749024000000,105436.9,1,0,0
1749052800000,4.58317031727e-05,1749052800000,105396.2,1749052800000,105446.0,1,0,0
1749081600000,4.32147196276e-05,1749081600000,104930.7,1749081600000,104975.0,1,0,0
1749110400000,9.40740820075e-05,1749110400000,104648.1,1749110400000,104682.9,1,0,0
1749139200000,4.34286755337e-05,1749139200000,103216.0,1749139200000,103274.4,1,0,0
1749168000000,1.54504296009e-05,1749168000000,101842.9,1749168000000,101904.0,1,0,0
1749196800000,-7.92839459623e-05,1749196800000,103452.4,1749196800000,103499.9,1,0,0
1749225600000,-1.82867741832e-05,1749225600000,104712.0,1749225600000,104761.4,1,0,0
1749254400000,1.71689757947e-05,1749254400000,104473.2,1749254400000,104519.1,1,0,0
1749283200000,-2.72392117232e-05,1749283200000,104690.3,1749283200000,104739.5,1,0,0
1749312000000,-5.51596543439e-05,1749312000000,105295.2,1749312000000,105346.3,1,0,0
1749340800000,-5.7900118386e-06,1749340800000,105414.7,1749340800000,105468.0,1,0,0
1749369600000,2.49304804827e-05,1749369600000,105339.4,1749369600000,105375.8,1,0,0
1749398400000,6.3294660537e-06,1749398400000,106143.3,1749398400000,106200.0,1,0,0
1749427200000,3.60755982289e-05,1749427200000,105656.6,1749427200000,105710.6,1,0,0
1749456000000,1.07684903325e-05,1749456000000,105880.9,1749456000000,105932.4,1,0,0
1749484800000,-1.3836820365e-05,1749484800000,107651.6,1749484800000,107712.0,1,0,0
1749513600000,5.22551268937e-05,1749513600000,109867.9,1749513600000,109904.5,1,0,0
1749542400000,6.74869404338e-05,1749542400000,109031.7,1749542400000,109088.3,1,0,0
1749571200000,7.64005616316e-05,1749571200000,108672.0,1749571200000,108727.9,1,0,0
1749600000000,3.16481363033e-05,1749600000000,109788.7,1749600000000,109825.7,1,0,0
1749628800000,0.0001,1749628800000,109514.2,1749628800000,109560.5,1,0,0
1749657600000,1.3031440131e-06,1749657600000,109401.5,1749657600000,109444.9,1,0,0
1749686400000,6.49280919954e-05,1749686400000,108660.7,1749686400000,108705.8,1,0,0
1749715200000,7.70655625389e-05,1749715200000,107685.2,1749715200000,107729.5,1,0,0
1749744000000,1.65688558309e-05,1749744000000,107698.3,1749744000000,107743.7,1,0,0
1749772800000,2.692735242e-05,1749772800000,103750.1,1749772800000,103802.6,1,0,0
1749801600000,9.9143396706e-06,1749801600000,104675.1,1749801600000,104737.5,1,0,0
1749830400000,4.6765059513e-06,1749830400000,105727.8,1749830400000,105777.9,1,0,0
1749859200000,7.17999214758e-05,1749859200000,105771.2,1749859200000,105812.1,1,0,0
1749888000000,6.51127052586e-05,1749888000000,105056.7,1749888000000,105100.0,1,0,0
1749916800000,-1.74272732067e-05,1749916800000,104420.5,1749916800000,104463.4,1,0,0
1749945600000,4.8124839828e-06,1749945600000,105592.9,1749945600000,105649.4,1,0,0
1749974400000,2.54195837191e-05,1749974400000,105164.5,1749974400000,105197.2,1,0,0
1750003200000,4.03786442118e-05,1750003200000,105524.0,1750003200000,105571.6,1,0,0
1750032000000,3.77018110776e-05,1750032000000,105391.8,1750032000000,105435.7,1,0,0
1750060800000,1.77312255899e-05,1750060800000,107130.8,1750060800000,107172.1,1,0,0
1750089600000,2.61349083371e-05,1750089600000,107717.8,1750089600000,107767.9,1,0,0
1750118400000,2.32591443088e-05,1750118400000,107183.9,1750118400000,107247.9,1,0,0
1750147200000,8.30763241225e-05,1750147200000,106529.6,1750147200000,106564.5,1,0,0
1750176000000,9.87205691616e-05,1750176000000,103581.6,1750176000000,103624.5,1,0,0
1750204800000,2.39824943308e-05,1750204800000,104788.9,1750204800000,104846.4,1,0,0
1750233600000,-4.3945227225e-06,1750233600000,104908.9,1750233600000,104953.9,1,0,0
1750262400000,5.48747330442e-05,1750262400000,104361.8,1750262400000,104416.7,1,0,0
1750291200000,1.7486466902e-06,1750291200000,104894.6,1750291200000,104941.5,1,0,0
1750320000000,2.97154361771e-05,1750320000000,104694.3,1750320000000,104742.7,1,0,0
1750348800000,9.3121947436e-05,1750348800000,103970.5,1750348800000,104004.0,1,0,0
1750377600000,1.50970489302e-05,1750377600000,104640.1,1750377600000,104693.0,1,0,0
1750406400000,3.76218645785e-05,1750406400000,105901.3,1750406400000,105952.0,1,0,0
1750435200000,5.95124187289e-05,1750435200000,103629.5,1750435200000,103673.4,1,0,0
1750464000000,-4.2360963853e-06,1750464000000,103206.1,1750464000000,103252.7,1,0,0
1750492800000,-2.47403345674e-05,1750492800000,103776.3,1750492800000,103824.1,1,0,0
1750521600000,8.27708234959e-05,1750521600000,103442.6,1750521600000,103490.0,1,0,0
1750550400000,3.97040911469e-05,1750550400000,102803.8,1750550400000,102852.8,1,0,0
1750579200000,3.95182696428e-05,1750579200000,102665.9,1750579200000,102720.0,1,0,0
1750608000000,5.08392204879e-05,1750608000000,99611.6,1750608000000,99666.0,1,0,0
1750636800000,-5.334657543e-05,1750636800000,100852.8,1750636800000,100908.0,1,0,0
1750665600000,-2.1329146121e-05,1750665600000,101811.4,1750665600000,101870.5,1,0,0
1750694400000,4.15529546045e-05,1750694400000,100649.5,1750694400000,100706.0,1,0,0
1750723200000,-1.90952717654e-05,1750723200000,105093.2,1750723200000,105143.9,1,0,0
1750752000000,3.27189026426e-05,1750752000000,104969.3,1750752000000,105011.2,1,0,0
1750780800000,3.73818994284e-05,1750780800000,106179.3,1750780800000,106220.0,1,0,0
1750809600000,-2.95314939576e-05,1750809600000,106355.8,1750809600000,106410.0,1,0,0
1750838400000,7.21857553953e-05,1750838400000,106588.4,1750838400000,106645.6,1,0,0
1750867200000,-7.8500422581e-06,1750867200000,107085.3,1750867200000,107150.0,1,0,0
1750896000000,-5.21208110361e-05,1750896000000,107262.1,1750896000000,107313.9,1,0,0
1750924800000,2.83148318001e-05,1750924800000,107691.0,1750924800000,107765.9,1,0,0
1750953600000,2.39584331826e-05,1750953600000,107150.4,1750953600000,107213.5,1,0,0
1750982400000,1.25607840098e-05,1750982400000,106631.3,1750982400000,106685.9,1,0,0
1751011200000,-4.66411358e-08,1751011200000,106957.0,1751011200000,107001.0,1,0,0
1751040000000,1.33052533877e-05,1751040000000,107421.1,1751040000000,107481.6,1,0,0
1751068800000,-7.5775508877e-06,1751068800000,106999.4,1751068800000,107064.1,1,0,0
1751097600000,-2.94844102158e-05,1751097600000,107319.9,1751097600000,107385.1,1,0,0
1751126400000,-2.8699406371e-05,1751126400000,107254.9,1751126400000,107301.7,1,0,0
1751155200000,-5.3101380944e-05,1751155200000,107412.3,1751155200000,107472.0,1,0,0
1751184000000,1.76694256142e-05,1751184000000,107635.7,1751184000000,107699.9,1,0,0
1751212800000,2.39878353558e-05,1751212800000,107487.8,1751212800000,107552.1,1,0,0
1751241600000,-5.77857531372e-05,1751241600000,108671.4,1751241600000,108713.5,1,0,0
1751270400000,-5.9134499671e-06,1751270400000,107453.0,1751270400000,107504.2,1,0,0
1751299200000,2.20515529903e-05,1751299200000,107541.7,1751299200000,107603.9,1,0,0
1751328000000,-6.96522861993e-05,1751328000000,107321.3,1751328000000,107378.0,1,0,0
1751356800000,6.5114139632e-05,1751356800000,106666.7,1751356800000,106714.0,1,0,0
1751385600000,5.6833712858e-06,1751385600000,106032.3,1751385600000,106087.6,1,0,0
1751414400000,4.14374923927e-05,1751414400000,105344.9,1751414400000,105385.4,1,0,0
1751443200000,-3.38413961568e-05,1751443200000,107677.3,1751443200000,107731.9,1,0,0
1751472000000,1.53939988284e-05,1751472000000,109364.5,1751472000000,109414.8,1,0,0
1751500800000,6.19084888648e-05,1751500800000,108883.0,1751500800000,108927.5,1,0,0
1751529600000,5.25136790603e-05,1751529600000,109324.4,1751529600000,109378.0,1,0,0
1751558400000,4.47248844533e-05,1751558400000,109236.4,1751558400000,109285.0,1,0,0
1751587200000,1.61459984621e-05,1751587200000,109414.9,1751587200000,109472.0,1,0,0
1751616000000,1.3926344289e-05,1751616000000,108706.0,1751616000000,108760.1,1,0,0
1751644800000,6.1222782396e-05,1751644800000,107594.7,1751644800000,107644.1,1,0,0
1751673600000,3.32687189961e-05,1751673600000,108149.6,1751673600000,108196.0,1,0,0
1751702400000,-1.57499070073e-05,1751702400000,107971.2,1751702400000,108023.2,1,0,0
1751731200000,-1.16945702931e-05,1751731200000,108048.3,1751731200000,108105.6,1,0,0
1751760000000,-4.25242907637e-05,1751760000000,108149.9,1751760000000,108210.0,1,0,0
1751788800000,3.28077241712e-05,1751788800000,107967.8,1751788800000,108000.2,1,0,0
1751817600000,4.75987842235e-05,1751817600000,108799.8,1751817600000,108856.9,1,0,0
1751846400000,5.68831433479e-05,1751846400000,108777.5,1751846400000,108822.1,1,0,0
1751875200000,4.66853787847e-05,1751875200000,108976.0,1751875200000,109012.2,1,0,0
1751904000000,2.12333730207e-05,1751904000000,107927.0,1751904000000,107981.7,1,0,0
1751932800000,3.29963566429e-05,1751932800000,108247.6,1751932800000,108292.7,1,0,0
1751961600000,7.30329825476e-05,1751961600000,108221.0,1751961600000,108262.0,1,0,0
1751990400000,9.1288501819e-06,1751990400000,108392.9,1751990400000,108446.4,1,0,0
1752019200000,-9.619646961e-06,1752019200000,108895.5,1752019200000,108933.5,1,0,0
1752048000000,6.18037532493e-05,1752048000000,108610.1,1752048000000,108669.2,1,0,0
1752076800000,3.61079715861e-05,1752076800000,109347.2,1752076800000,109410.1,1,0,0
1752105600000,4.71558832237e-05,1752105600000,110861.0,1752105600000,110921.2,1,0,0
1752134400000,1.89503321706e-05,1752134400000,111173.5,1752134400000,111232.1,1,0,0
1752163200000,2.12570433261e-05,1752163200000,112607.3,1752163200000,112651.9,1,0,0
1752192000000,0.0001,1752192000000,115564.9,1752192000000,115584.3,1,0,0
1752220800000,0.0001,1752220800000,117970.3,1752220800000,117970.0,1,0,0
1752249600000,0.0001,1752249600000,117400.4,1752249600000,117403.1,1,0,0
1752278400000,0.0001,1752278400000,117396.6,1752278400000,117421.9,1,0,0
1752307200000,0.0001,1752307200000,117893.8,1752307200000,117928.1,1,0,0
1752336000000,0.0001,1752336000000,117167.6,1752336000000,117198.0,1,0,0
1752364800000,0.0001,1752364800000,117266.1,1752364800000,117317.1,1,0,0
1752393600000,8.84800306931e-05,1752393600000,117861.0,1752393600000,117904.0,1,0,0
1752422400000,0.0001,1752422400000,118474.3,1752422400000,118519.7,1,0,0
1752451200000,0.0001,1752451200000,119040.8,1752451200000,119078.1,1,0,0
1752480000000,0.0001,1752480000000,122587.2,1752480000000,122562.0,1,0,0
1752508800000,0.0001,1752508800000,120310.4,1752508800000,120270.5,1,0,0
1752537600000,0.0001,1752537600000,119484.0,1752537600000,119497.9,1,0,0
1752566400000,0.0001,1752566400000,116831.2,1752566400000,116762.6,1,0,0
1752595200000,0.0001,1752595200000,117219.0,1752595200000,117183.9,1,0,0
1752624000000,0.0001,1752624000000,118144.1,1752624000000,118115.9,1,0,0
1752652800000,0.0001,1752652800000,118724.1,1752652800000,118707.0,1,0,0
1752681600000,0.0001,1752681600000,119300.3,1752681600000,119292.1,1,0,0
1752710400000,0.0001,1752710400000,118904.4,1752710400000,118889.3,1,0,0
1752739200000,0.0001,1752739200000,118378.1,1752739200000,118341.0,1,0,0
1752768000000,0.0001,1752768000000,118620.7,1752768000000,118561.1,1,0,0
1752796800000,0.0001,1752796800000,119787.7,1752796800000,119754.0,1,0,0
1752825600000,0.0001,1752825600000,118688.4,1752825600000,118630.9,1,0,0
1752854400000,0.0001,1752854400000,117591.5,1752854400000,117552.0,1,0,0
1752883200000,0.0001,1752883200000,117805.5,1752883200000,117744.0,1,0,0
1752912000000,0.0001,1752912000000,118145.0,1752912000000,118106.0,1,0,0
1752940800000,0.0001,1752940800000,118002.4,1752940800000,117977.6,1,0,0
1752969600000,0.0001,1752969600000,117964.2,1752969600000,117942.8,1,0,0
1752998400000,0.0001,1752998400000,118209.4,1752998400000,118162.9,1,0,0
1753027200000,0.0001,1753027200000,118626.0,1753027200000,118572.6,1,0,0
1753056000000,0.0001,1753056000000,117399.1,1753056000000,117353.7,1,0,0
1753084800000,0.0001,1753084800000,119093.4,1753084800000,119012.2,1,0,0
1753113600000,0.0001200283969329,1753113600000,117828.2,1753113600000,117743.9,1,0,0
1753142400000,0.0001,1753142400000,117163.6,1753142400000,117121.7,1,0,0
1753171200000,0.0001,1753171200000,118370.9,1753171200000,118299.9,1,0,0
1753200000000,0.0001835000980689,1753200000000,118764.9,1753200000000,118686.0,1,0,0
1753228800000,0.0001604294885981,1753228800000,119640.6,1753228800000,119552.9,1,0,0
1753257600000,0.0001,1753257600000,118457.0,1753257600000,118424.9,1,0,0
1753286400000,0.0001,1753286400000,117756.8,1753286400000,117724.0,1,0,0
1753315200000,0.0001,1753315200000,119106.6,1753315200000,119057.5,1,0,0
1753344000000,0.0001,1753344000000,118808.5,1753344000000,118772.0,1,0,0
1753372800000,0.0001,1753372800000,118585.9,1753372800000,118536.0,1,0,0
1753401600000,0.0001,1753401600000,117705.5,1753401600000,117675.0,1,0,0
1753430400000,0.0001,1753430400000,115234.9,1753430400000,115192.1,1,0,0
1753459200000,0.0001,1753459200000,116194.1,1753459200000,116182.0,1,0,0
1753488000000,0.0001,1753488000000,117521.9,1753488000000,117500.0,1,0,0
1753516800000,0.0001,1753516800000,117565.8,1753516800000,117574.0,1,0,0
1753545600000,0.0001,1753545600000,118083.1,1753545600000,118069.9,1,0,0
1753574400000,0.0001,1753574400000,117950.9,1753574400000,117946.2,1,0,0
1753603200000,0.0001,1753603200000,117955.1,1753603200000,117950.0,1,0,0
1753632000000,0.0001,1753632000000,119139.2,1753632000000,119103.5,1,0,0
1753660800000,0.0001,1753660800000,119288.6,1753660800000,119258.2,1,0,0
1753689600000,0.0001,1753689600000,119101.7,1753689600000,119066.1,1,0,0
1753718400000,0.0001,1753718400000,118041.3,1753718400000,118019.3,1,0,0
1753747200000,0.0001,1753747200000,117998.9,1753747200000,117979.9,1,0,0
1753776000000,0.0001,1753776000000,118953.3,1753776000000,118932.0,1,0,0
1753804800000,0.0001,1753804800000,117730.7,1753804800000,117739.8,1,0,0
1753833600000,0.0001,1753833600000,117740.8,1753833600000,117746.0,1,0,0
1753862400000,0.0001,1753862400000,118357.2,1753862400000,118368.0,1,0,0
1753891200000,0.0001,1753891200000,117732.6,1753891200000,117746.7,1,0,0
1753920000000,0.0001,1753920000000,118381.1,1753920000000,118413.8,1,0,0
1753948800000,0.0001,1753948800000,118590.5,1753948800000,118596.1,1,0,0
1753977600000,0.0001,1753977600000,118510.1,1753977600000,118535.6,1,0,0
1754006400000,0.0001,1754006400000,115363.0,1754006400000,115419.1,1,0,0
1754035200000,6.13452905733e-05,1754035200000,114575.9,1754035200000,114609.9,1,0,0
1754064000000,7.79868203568e-05,1754064000000,114969.7,1754064000000,115004.1,1,0,0
1754092800000,0.0001,1754092800000,113771.4,1754092800000,113815.0,1,0,0
1754121600000,4.68713268359e-05,1754121600000,113630.3,1754121600000,113688.0,1,0,0
1754150400000,0.0001,1754150400000,113162.1,1754150400000,113197.9,1,0,0
1754179200000,0.0001,1754179200000,112885.7,1754179200000,112940.5,1,0,0
1754208000000,1.26951686887e-05,1754208000000,113646.4,1754208000000,113685.9,1,0,0
1754236800000,5.23547394566e-05,1754236800000,113953.3,1754236800000,113987.8,1,0,0
1754265600000,4.52659979921e-05,1754265600000,114872.3,1754265600000,114909.8,1,0,0
1754294400000,0.0001,1754294400000,114508.9,1754294400000,114553.3,1,0,0
1754323200000,0.0001,1754323200000,115259.7,1754323200000,115298.9,1,0,0
1754352000000,0.0001,1754352000000,114853.9,1754352000000,114888.8,1,0,0
1754380800000,0.0001,1754380800000,114249.2,1754380800000,114291.0,1,0,0
1754409600000,7.84147344761e-05,1754409600000,113141.4,1754409600000,113176.7,1,0,0
1754438400000,0.0001,1754438400000,113854.7,1754438400000,113890.6,1,0,0
1754467200000,6.18819120163e-05,1754467200000,113900.0,1754467200000,113943.1,1,0,0
1754496000000,8.64430613779e-05,1754496000000,115092.4,1754496000000,115137.9,1,0,0
1754524800000,1.67465628521e-05,1754524800000,114856.0,1754524800000,114904.9,1,0,0
1754553600000,0.0001,1754553600000,114911.1,1754553600000,114958.1,1,0,0
1754582400000,0.0001,1754582400000,116209.9,1754582400000,116266.0,1,0,0
1754611200000,0.0001,1754611200000,117230.6,1754611200000,117274.1,1,0,0
1754640000000,8.66155092737e-05,1754640000000,116575.9,1754640000000,116620.0,1,0,0
1754668800000,0.0001,1754668800000,116154.1,1754668800000,116204.9,1,0,0
1754697600000,7.62015356961e-05,1754697600000,116543.7,1754697600000,116588.0,1,0,0
1754726400000,0.0001,1754726400000,117072.2,1754726400000,117099.9,1,0,0
1754755200000,0.0001,1754755200000,116609.3,1754755200000,116635.4,1,0,0
1754784000000,0.0001,1754784000000,116722.2,1754784000000,116746.0,1,0,0
1754812800000,0.0001,1754812800000,118317.9,1754812800000,118300.0,1,0,0
1754841600000,0.0001,1754841600000,118641.7,1754841600000,118655.2,1,0,0
1754870400000,0.0001,1754870400000,119111.5,1754870400000,119124.1,1,0,0
1754899200000,0.0001,1754899200000,121695.0,1754899200000,121682.7,1,0,0
1754928000000,0.0001,1754928000000,119935.7,1754928000000,119939.5,1,0,0
1754956800000,0.0001,1754956800000,118930.0,1754956800000,118960.0,1,0,0
1754985600000,0.0001,1754985600000,118807.7,1754985600000,118818.0,1,0,0
1755014400000,0.0001,1755014400000,119602.3,1755014400000,119643.4,1,0,0
1755043200000,0.0001,1755043200000,119703.6,1755043200000,119710.1,1,0,0
1755072000000,0.0001,1755072000000,120049.9,1755072000000,120050.9,1,0,0
1755100800000,0.0001,1755100800000,121456.9,1755100800000,121433.8,1,0,0
1755129600000,0.0001,1755129600000,123912.3,1755129600000,123876.2,1,0,0
1755158400000,0.0001,1755158400000,121682.5,1755158400000,121632.8,1,0,0
1755187200000,0.0001,1755187200000,117858.8,1755187200000,117870.9,1,0,0
1755216000000,0.0001,1755216000000,118150.1,1755216000000,118181.2,1,0,0
1755244800000,0.0001,1755244800000,118866.6,1755244800000,118882.1,1,0,0
1755273600000,0.0001,1755273600000,117306.8,1755273600000,117345.8,1,0,0
1755302400000,4.85042249884e-05,1755302400000,117683.6,1755302400000,117733.5,1,0,0
1755331200000,9.63406866335e-05,1755331200000,117582.5,1755331200000,117616.1,1,0,0
1755360000000,0.0001,1755360000000,117696.0,1755360000000,117755.8,1,0,0
1755388800000,3.38648369538e-05,1755388800000,117198.7,1755388800000,117256.0,1,0,0
1755417600000,2.71023628584e-05,1755417600000,118312.0,1755417600000,118361.8,1,0,0
1755446400000,8.13313916158e-05,1755446400000,117784.0,1755446400000,117831.9,1,0,0
1755475200000,4.9730324728e-06,1755475200000,117232.5,1755475200000,117300.0,1,0,0
